conversationId,topic,topic_prob
1006006777626877952,-1,0.0
1008339543517523969,-1,0.0
1023592031623335936,-1,0.0
1037801458031357952,345,0.9710671229158943
1037801591431147520,345,1.0
1040727210041253888,-1,0.0
1049373658400129024,428,0.9981980207221983
1051199957976444929,433,1.0
1069236176131780609,159,1.0
1069672250226413568,454,1.0
1070391774886158337,961,0.8190371265562113
1071041950961360896,600,0.7597005709965766
1080281399557537792,910,0.560765843037702
1080983977392029696,-1,0.0
1092535841979858944,1079,0.8748203007544196
1097193963419619328,468,0.45627838326591275
1097855122976137217,-1,0.0
1099406673335197698,313,1.0
1102934910900363266,-1,0.0
1108705044143046658,-1,0.0
1110147545940946946,-1,0.0
1119710264021008384,602,0.958371022997635
1119825139883864064,-1,0.0
1122184981378490368,-1,0.0
1124479658353938433,362,0.8494105593179979
1136749815,997,0.9519270739125629
1141919580450906114,-1,0.0
1147137129006424064,-1,0.0
1147208721598230529,-1,0.0
1147696022526857216,-1,0.0
1182812717083611138,611,0.7363188537027006
1190989455127175168,-1,0.0
1193137953054154752,-1,0.0
1196314346571419648,600,0.8817818218269533
1202958256622034944,250,0.2929871588045498
1204735065927901190,428,0.811371161495581
1206629135411482624,-1,0.0
1208061936429961216,-1,0.0
1209876402499137538,879,1.0
1225146009858256896,-1,0.0
1230690664175661057,-1,0.0
1235111577927315456,-1,0.0
1240249260924436481,-1,0.0
1250439971376263172,-1,0.0
1258794313951084544,1104,1.0
1259230264095502338,-1,0.0
1268907977412620296,-1,0.0
127159137380478976,-1,0.0
1276916620498046977,-1,0.0
1276936162624626689,-1,0.0
1294136527044218881,997,1.0
1294519758021263361,549,0.37596801090064536
1301143710021947393,-1,0.0
1302106735558029312,-1,0.0
1314213763889786881,1231,1.0
1321469655014379520,967,0.3804437636135034
1323994173532303362,1231,0.8417483175856098
1325000577349201921,226,0.8645357068534472
1326073792242753536,-1,0.0
1326539440160821252,-1,0.0
1326899704081289217,1231,0.9520675800713698
1327881071543734273,1231,1.0
1327926169014923265,1231,0.69166135036023
1330971924483043328,-1,0.0
1331294556688531457,1231,1.0
1332674521061494786,-1,0.0
1336046221077733376,543,0.4926723701734988
1337655773409636358,-1,0.0
1339436702327136258,-1,0.0
1341500552463659009,366,1.0
1345182218772070401,1111,0.6517363334526833
1346214898305531907,-1,0.0
1347380213123059714,-1,0.0
1350175182200008705,-1,0.0
1351119525937352708,1058,0.2942433288806485
1354072441501454339,414,0.6181610608676297
1355438495762935809,-1,0.0
1362567722853302273,1202,1.0
1364929068718723074,-1,0.0
1366316058483818499,-1,0.0
1366872983550107652,-1,0.0
1371752908744708099,-1,0.0
1381033920909692929,-1,0.0
1387639821942788097,1231,0.7503330220856546
1388945117743038467,-1,0.0
1393890301727629315,656,1.0
1394583611706388482,1035,0.616971968057276
1397162626522701829,-1,0.0
1398292137289027584,-1,0.0
1400772024461631490,-1,0.0
1404158995049304064,-1,0.0
1405087658921971716,974,0.724786932837715
1407482867840598016,-1,0.0
1407486949439463427,-1,0.0
1409119144864325636,-1,0.0
1411391010031214596,-1,0.0
1412995049449684994,-1,0.0
1415228962079264768,1231,0.9501337705072962
1417374720358375424,-1,0.0
1417512786138222593,1064,0.5971635592490021
1420172245591199744,-1,0.0
1426419699986964480,-1,0.0
1429550428891619345,-1,0.0
1429597552651948039,-1,0.0
1430557400268955653,351,1.0
1431386614773788672,-1,0.0
1433225980685004800,-1,0.0
1435638684368310272,-1,0.0
1440164813397643265,-1,0.0
144096842722979840,42,1.0
1440989949831045122,-1,0.0
1441065525354848257,-1,0.0
1444974333760352256,1095,0.3182157163433584
1445425307595550720,-1,0.0
1447876288216240132,-1,0.0
1452214991436849161,999,0.9408700368778707
1452436028573331456,-1,0.0
1453803108371468289,-1,0.0
1455919877655519234,-1,0.0
1463493300225204225,-1,0.0
1474775412664324099,337,1.0
1476303280703684613,-1,0.0
1476902796473556995,-1,0.0
1478913110962581505,-1,0.0
1479182499846762499,-1,0.0
1495357590179807232,-1,0.0
1496144607171776522,-1,0.0
1497441684971560961,1202,0.8597939496543692
1497936446694432772,-1,0.0
1498022679328264194,879,1.0
1501141076102500354,313,1.0
1501196058466177027,-1,0.0
1501453395223269376,456,0.8961209094898245
1501916045522743306,-1,0.0
1502209505735499779,-1,0.0
1504875091527675906,-1,0.0
1509250462100430856,-1,0.0
1509262000995680262,-1,0.0
1512465590434291724,-1,0.0
1513114270606757888,-1,0.0
1516108458830880768,729,0.5448530344487938
1518213364941570049,212,1.0
1519435694325784577,-1,0.0
1530717796526604291,-1,0.0
1531845363937976322,-1,0.0
1531958488305393664,-1,0.0
1531998316686213120,-1,0.0
1532010283962613762,1047,1.0
1532246519067422721,322,0.6723341122571541
1538472005418242048,-1,0.0
1539377254542626818,-1,0.0
1546529832368054272,1019,1.0
1549768004233314306,431,0.6536423441147797
1550015052610166784,967,0.7265794292195428
1553315509738676229,1019,0.7844426724585981
1557479252643258370,-1,0.0
1557860913193144321,-1,0.0
1558854852519788553,-1,0.0
1560937570972106752,-1,0.0
1561360693852622856,-1,0.0
1561698209302462465,-1,0.0
1561768302858407936,376,0.2755596161677623
1563173477074362368,-1,0.0
1563490183101591552,295,1.0
1565350873496109058,426,1.0
1565402446867976193,-1,0.0
1566434869474885632,295,0.41342870460807474
1569307413764866051,-1,0.0
1571481871619432448,967,0.4692991366292633
1573885644543168512,-1,0.0
1575325298408554496,-1,0.0
1578586643623477248,-1,0.0
1578684371015716865,648,0.30782836729222085
1584172757146685440,-1,0.0
1584964663334535171,-1,0.0
1587077342861709312,1046,1.0
1592265944713158657,143,0.6097257203581685
1595032387339288576,871,0.909752437969676
1595746071208235008,-1,0.0
1600865103645093889,-1,0.0
1601661569175236608,-1,0.0
1602169084690530304,-1,0.0
1603426620647219200,729,0.5899047154579432
1605194812889890817,1168,0.777294452935068
1605436088549609474,1151,1.0
1607755028256935939,-1,0.0
1608887997730283520,326,1.0
1609244550186278913,326,1.0
1609324776849571840,242,0.94652097087747
1609331738588712961,242,1.0
1609336492349849600,-1,0.0
1609354248688484353,295,1.0
1609576801168228352,-1,0.0
1609637217672232960,242,1.0
1609718311851368448,242,0.7620844772478914
1609846957991665666,242,0.9165777478993273
1610311145499365379,326,1.0
1611121912599703552,-1,0.0
1612405175528087552,326,1.0
1612411296040771586,-1,0.0
1612474335138320387,326,1.0
1612491971104509952,326,0.509743622575305
1612504410814353413,326,1.0
1613038352181219329,-1,0.0
1613444669962354689,-1,0.0
1613599563088003075,-1,0.0
1617550969293643777,1202,0.9988745689396238
1620382725533503493,1202,1.0
1622332252251119616,-1,0.0
1623244264301039617,-1,0.0
1624316464323784706,-1,0.0
1624386525877407744,921,1.0
1625548674607595535,-1,0.0
1626291808807317508,568,1.0
1628697256571375616,-1,0.0
1628767732832538624,659,0.5727157841908244
1629105630970785792,1166,1.0
1629545986015068160,-1,0.0
1630337400638414848,-1,0.0
1632082751846330368,366,0.6220331614379391
1636781052352929792,-1,0.0
1637942606020890624,-1,0.0
1638923145917919233,-1,0.0
1639472863588614146,-1,0.0
1639485419032281088,-1,0.0
1640252179469553665,1228,0.6694870084645981
1641476055922880523,276,0.9898390840325558
1641550569901785089,276,1.0
1641930829134798852,472,0.3408853206817584
1642282554307878917,276,1.0
1642542520918745092,131,1.0
1642762346555904001,-1,0.0
1642977770509860864,-1,0.0
1643518862636511232,-1,0.0
1643920323933339648,-1,0.0
1643977032509067272,513,0.6750890580011865
1645771058874548228,-1,0.0
1645799345374269441,-1,0.0
1646181917887455233,-1,0.0
1646974209275359236,57,1.0
1647128170741768192,549,0.15235237179252117
1651901647289831426,971,0.8332976794704661
1653159551053488133,1202,1.0
1653760599464058880,472,0.3437616406781822
1654097920352722951,-1,0.0
1655739461500641281,1258,0.9191464622409665
1655968169977081859,1234,1.0
1656012435998867463,217,1.0
1656105314377416706,-1,0.0
1656558211116437505,1087,0.666755827161953
1656620803624951808,367,1.0
1657368378913243136,-1,0.0
1657483267501637633,-1,0.0
1657902351339118592,417,1.0
1658130334783766528,3,0.5894844796535402
1658140603274911746,-1,0.0
1659736274847006720,-1,0.0
1660429791705612288,-1,0.0
1660652064492380166,1230,0.8998159241436126
1660715255968813062,42,1.0
1662720597707616260,1206,0.8360889055083347
1663820842294292480,428,1.0
1666798765334831105,-1,0.0
1667231617121943552,1202,0.8484820859265019
1668126519544397824,-1,0.0
1671001686142509058,1250,0.9282138916890527
1671944920893124609,590,1.0
1673398215402463236,-1,0.0
1673676150642450434,-1,0.0
1673707795844317184,1181,0.8802217373356165
1675988568668352513,-1,0.0
1676230918342844416,-1,0.0
1677362896773292034,-1,0.0
1678646156140638214,-1,0.0
1678687659546345473,454,1.0
1679013482791059456,-1,0.0
1679595462485999619,-1,0.0
1680149326297800704,-1,0.0
1680548421558517762,159,1.0
1684667422975143936,-1,0.0
1685320564356026368,1155,1.0
1685522714566803457,494,1.0
1686601717339836416,997,0.9179701852355385
1686637001494147072,-1,0.0
1687882854594666497,908,0.797274709760764
1688022163574439937,-1,0.0
1688076063535214593,-1,0.0
1688186636436193280,472,0.8962512229603843
1689043223472193536,967,0.3401525731814703
1690039755323453448,351,0.7847465814966132
1690578100902416384,-1,0.0
1690656774058299392,641,0.28412711645329625
1691188798636408832,-1,0.0
1692276399627804977,1018,0.318860835109772
1693110270741352519,-1,0.0
1693736902526964108,866,1.0
1693958452354404793,-1,0.0
1695496334227411398,-1,0.0
1695521186581450898,1187,1.0
1695770365031768268,-1,0.0
1696950824281276741,-1,0.0
1697794320156234095,749,0.7324298829497945
1700178590761894033,598,0.7531817740837297
1700817716645654530,-1,0.0
1701196742358606103,1175,0.4354044009314636
1702163712998547643,-1,0.0
1702749298218180653,-1,0.0
1702937006807069177,-1,0.0
1703011133328609531,57,1.0
1703233861206085858,57,1.0
1704450603705905232,-1,0.0
1704510736515608975,-1,0.0
1704576484608983079,-1,0.0
1704600199744671867,851,0.30070525113051777
1705518264535896308,-1,0.0
1705886368680034754,604,1.0
1707085824012226992,961,0.8664732597942707
1707670244804747347,-1,0.0
1708089533412384848,-1,0.0
1709651947354026010,-1,0.0
1712061506802573706,428,1.0
171212216731844608,143,0.7783433463479871
1712790639665201179,-1,0.0
1712891138393493517,-1,0.0
1713328222312837316,-1,0.0
1714037450819948863,913,0.9840113547087954
1715139695909450183,1167,0.5413886927046995
1715502773771571423,-1,0.0
1716425491845087318,-1,0.0
1717400966092271953,-1,0.0
1717926819372917007,1017,1.0
1719308574772363761,971,0.3744678658708035
1719445701053071832,-1,0.0
1719670811403903008,-1,0.0
1720753842285871122,-1,0.0
1720806628579012657,57,1.0
1722202011574452716,-1,0.0
1722603358329167916,1154,1.0
1723290555587670098,1029,0.8189425955632363
1723927842764062855,974,1.0
1725654717592928390,-1,0.0
172671498128076800,1113,0.8941786177526466
1726961175651565897,-1,0.0
1727144792331784546,-1,0.0
1727160129630745055,-1,0.0
1727455471798247799,348,1.0
1727522133826556241,-1,0.0
1728032876946698731,-1,0.0
1728153636578988314,670,1.0
1728347281336746465,-1,0.0
1728599143789326771,-1,0.0
1729917910464778652,1113,0.9216479941482266
1732499752644702649,-1,0.0
1733897844065521770,57,1.0
1734030197446341034,967,0.41037747846070194
1737382633246462127,28,0.8104150266811952
1738832114093609366,-1,0.0
1738999054997033301,35,1.0
1741238997903380869,242,1.0
1741535093208830349,242,0.5953081352386675
1741552678973460979,242,1.0
1741564261359350126,242,1.0
1741646832571171001,-1,0.0
1741806064192962560,-1,0.0
1741913328035795210,1202,1.0
1741974818763710854,866,1.0
1742639332194693336,-1,0.0
1743747538531049959,-1,0.0
1744138119098867926,-1,0.0
1744467009088487451,651,0.3317285660880368
1745136127663542386,-1,0.0
1745837832126492811,-1,0.0
1746620690919227854,1202,1.0
1747047605861863810,313,0.9773064384566079
1747123054701126125,-1,0.0
1748109737059930398,-1,0.0
1749206921331069258,1202,0.8598653546965311
1749313714820378698,615,0.8743069002718492
1750168055487836425,-1,0.0
1750594182685823298,159,1.0
1750722003667919148,587,0.2830556831971782
1752048534298222953,1202,1.0
1752095223549927875,-1,0.0
1752759002822234227,874,0.5845419202491937
1753505184691458332,467,0.9777368010732431
1753558381275607154,-1,0.0
1753760388821164205,708,1.0
1753930846036234578,-1,0.0
1756640248237351043,-1,0.0
1756924888475156741,-1,0.0
1757169565292011831,-1,0.0
1757613058485301375,657,0.9412232132406583
1758248666949722456,-1,0.0
1758868489815601537,961,0.8441740093148085
1759207176952832220,-1,0.0
1759359301649367279,1104,0.8896229060190581
1759385468611768604,-1,0.0
1760698636898582778,-1,0.0
1760999484429938837,-1,0.0
1761127120481198282,895,1.0
1761251926078087428,-1,0.0
1761374506487103493,-1,0.0
1762243589919117757,1184,0.48700556134556283
1763782682507685953,-1,0.0
1764768557202641334,-1,0.0
1765137846749532565,-1,0.0
1765340953865286004,-1,0.0
1766338710956573022,-1,0.0
1767134808025506104,787,0.711718687913024
1767161430288019511,-1,0.0
1767486340105412873,1033,0.789079226788086
1767987784894083285,-1,0.0
1768104285433475287,-1,0.0
1768143973015581053,-1,0.0
1769348565082800391,-1,0.0
1771872597959151847,-1,0.0
1772031616304488719,20,0.9645229797403603
1772236968451268976,523,1.0
1772266531088634043,759,1.0
1773089499389591933,454,1.0
1773588720362426435,1206,1.0
1773813281729159637,-1,0.0
1774724899388449274,42,0.6569410143937151
1774795744295133380,-1,0.0
1774918421517369549,-1,0.0
1774967033060274388,-1,0.0
1775129482010964030,145,1.0
1775631370955501675,129,0.21011744164431037
1775780138245833200,-1,0.0
1775780652333371547,600,1.0
1776883597347082491,-1,0.0
1777035191246074289,-1,0.0
1777054424923288009,-1,0.0
1777298145548095512,-1,0.0
1778073437300240702,260,0.6358782055091832
1778203286379864325,-1,0.0
1778355074974241207,433,0.9936180533766982
1778453370837356675,-1,0.0
1778826706700152974,1202,1.0
1779198794711851319,1202,1.0
1780106513505202368,-1,0.0
1781055786937975138,-1,0.0
1781753382090231839,1109,1.0
1781969848031133732,-1,0.0
1782050296526450952,-1,0.0
1782054437512446201,1231,1.0
1782315046976004159,473,0.5905548414291297
1782876150240272616,428,1.0
1783122972909216163,468,0.49218391058175365
1784848350350598349,454,0.6645596987026731
1784913685015585148,-1,0.0
1785315805476868557,-1,0.0
1785780038828171413,-1,0.0
1786029903592280170,387,0.5884197182841725
1786189687260103119,498,1.0
1786285389273002236,-1,0.0
1788042333981725060,-1,0.0
1788260247393484956,-1,0.0
1788302291784577301,1202,1.0
1788411078377885982,454,0.9242298839618304
1788559781114089485,-1,0.0
1788893685175738698,-1,0.0
1788906227944108306,-1,0.0
1789256133116309805,-1,0.0
1789631104472760646,295,0.8363406349474557
1789782663617802585,-1,0.0
1790225683236426148,1202,1.0
1790415109359325436,-1,0.0
1790702207064519149,-1,0.0
1790899917352775806,-1,0.0
1791336435410260245,472,1.0
1791785382079799561,1087,1.0
1792051813283135875,1202,1.0
1793707175732445688,-1,0.0
1793996165765034457,-1,0.0
1794173309204230480,810,0.8383958957346824
1794356786058932638,-1,0.0
1794395834769084651,109,0.07210500433916285
1794425690412196042,1231,0.7281144755940846
1794644814849564886,-1,0.0
1795803861896335446,-1,0.0
1796060122734592469,-1,0.0
1796098893563805995,-1,0.0
1796167332240224403,454,1.0
1796447672485949896,226,1.0
1796604301575586206,-1,0.0
1797741330690642214,-1,0.0
1798016486700884233,1242,1.0
1799095276382085488,26,0.13569242134588064
1799765051827458076,319,1.0
1799899526452416829,-1,0.0
