conversationId,topic,topic_prob
1006006777626877952,-1,0.0
1008339543517523969,-1,0.0
1023592031623335936,479,1.0
1037801458031357952,33,1.0
1037801591431147520,33,1.0
1040727210041253888,413,0.49787526624098694
1049373658400129024,-1,0.0
1051199957976444929,-1,0.0
1069236176131780609,-1,0.0
1069672250226413568,-1,0.0
1070391774886158337,-1,0.0
1071041950961360896,-1,0.0
1080281399557537792,-1,0.0
1080983977392029696,2,0.7975318380302118
1092535841979858944,-1,0.0
1097193963419619328,90,0.2535691564406826
1097855122976137217,-1,0.0
1099406673335197698,-1,0.0
1102934910900363266,-1,0.0
1108705044143046658,-1,0.0
1110147545940946946,-1,0.0
1119710264021008384,-1,0.0
1119825139883864064,308,0.9020658470778605
1122184981378490368,50,0.7932200573857211
1124479658353938433,-1,0.0
1136749815,15,0.9488994996295411
1141919580450906114,-1,0.0
1147137129006424064,-1,0.0
1147208721598230529,-1,0.0
1147696022526857216,-1,0.0
1182812717083611138,232,0.2787659579661755
1190989455127175168,1,1.0
1193137953054154752,-1,0.0
1196314346571419648,52,0.4688246042074746
1202958256622034944,-1,0.0
1204735065927901190,338,0.5234562870596218
1206629135411482624,0,0.936424663308777
1208061936429961216,-1,0.0
1209876402499137538,16,0.7061761364012319
1225146009858256896,-1,0.0
1230690664175661057,-1,0.0
1235111577927315456,18,1.0
1240249260924436481,40,0.7023412137849261
1250439971376263172,-1,0.0
1258794313951084544,-1,0.0
1259230264095502338,540,1.0
1268907977412620296,-1,0.0
127159137380478976,-1,0.0
1276916620498046977,5,0.40019075405465626
1276936162624626689,-1,0.0
1294136527044218881,15,1.0
1294519758021263361,480,0.9890467894957695
1301143710021947393,-1,0.0
1302106735558029312,-1,0.0
1314213763889786881,24,1.0
1321469655014379520,-1,0.0
1323994173532303362,24,1.0
1325000577349201921,-1,0.0
1326073792242753536,24,1.0
1326539440160821252,6,0.22870046462484891
1326899704081289217,24,0.8322008869880387
1327881071543734273,24,1.0
1327926169014923265,24,1.0
1330971924483043328,1027,1.0
1331294556688531457,24,1.0
1332674521061494786,520,0.9282345774909299
1336046221077733376,175,0.07683933399960251
1337655773409636358,-1,0.0
1339436702327136258,328,0.6209613991347767
1341500552463659009,42,1.0
1345182218772070401,-1,0.0
1346214898305531907,-1,0.0
1347380213123059714,-1,0.0
1350175182200008705,-1,0.0
1351119525937352708,7,1.0
1354072441501454339,-1,0.0
1355438495762935809,-1,0.0
1362567722853302273,5,0.30867082603668794
1364929068718723074,-1,0.0
1366316058483818499,-1,0.0
1366872983550107652,-1,0.0
1371752908744708099,-1,0.0
1381033920909692929,-1,0.0
1387639821942788097,24,0.9842907800075014
1388945117743038467,-1,0.0
1393890301727629315,-1,0.0
1394583611706388482,96,0.3471301624639937
1397162626522701829,-1,0.0
1398292137289027584,14,1.0
1400772024461631490,-1,0.0
1404158995049304064,9,0.8585177314116007
1405087658921971716,-1,0.0
1407482867840598016,7,1.0
1407486949439463427,33,0.9249862068668799
1409119144864325636,0,1.0
1411391010031214596,-1,0.0
1412995049449684994,-1,0.0
1415228962079264768,-1,0.0
1417374720358375424,-1,0.0
1417512786138222593,12,0.8622958225304771
1420172245591199744,586,1.0
1426419699986964480,-1,0.0
1429550428891619345,7,1.0
1429597552651948039,94,0.9114848237275893
1430557400268955653,-1,0.0
1431386614773788672,-1,0.0
1433225980685004800,62,1.0
1435638684368310272,-1,0.0
1440164813397643265,128,0.5706724420344005
144096842722979840,67,1.0
1440989949831045122,-1,0.0
1441065525354848257,36,0.4037133482134694
1444974333760352256,-1,0.0
1445425307595550720,-1,0.0
1447876288216240132,-1,0.0
1452214991436849161,82,0.5410549583918409
1452436028573331456,-1,0.0
1453803108371468289,-1,0.0
1455919877655519234,-1,0.0
1463493300225204225,-1,0.0
1474775412664324099,-1,0.0
1476303280703684613,103,0.9740610507746307
1476902796473556995,-1,0.0
1478913110962581505,-1,0.0
1479182499846762499,7,1.0
1495357590179807232,-1,0.0
1496144607171776522,-1,0.0
1497441684971560961,5,0.31471417449003825
1497936446694432772,-1,0.0
1498022679328264194,279,0.7173562795130213
1501141076102500354,-1,0.0
1501196058466177027,-1,0.0
1501453395223269376,1,1.0
1501916045522743306,-1,0.0
1502209505735499779,-1,0.0
1504875091527675906,-1,0.0
1509250462100430856,-1,0.0
1509262000995680262,4,1.0
1512465590434291724,101,1.0
1513114270606757888,-1,0.0
1516108458830880768,-1,0.0
1518213364941570049,-1,0.0
1519435694325784577,7,1.0
1530717796526604291,72,0.4078513180404543
1531845363937976322,758,0.9317053960362917
1531958488305393664,-1,0.0
1531998316686213120,-1,0.0
1532010283962613762,269,0.7662620069064876
1532246519067422721,33,0.7886124814878612
1538472005418242048,0,0.8965398973367893
1539377254542626818,-1,0.0
1546529832368054272,287,1.0
1549768004233314306,-1,0.0
1550015052610166784,6,0.2709735031257495
1553315509738676229,287,1.0
1557479252643258370,-1,0.0
1557860913193144321,-1,0.0
1558854852519788553,-1,0.0
1560937570972106752,-1,0.0
1561360693852622856,-1,0.0
1561698209302462465,-1,0.0
1561768302858407936,23,1.0
1563173477074362368,103,1.0
1563490183101591552,-1,0.0
1565350873496109058,-1,0.0
1565402446867976193,-1,0.0
1566434869474885632,-1,0.0
1569307413764866051,-1,0.0
1571481871619432448,-1,0.0
1573885644543168512,244,0.28987927003255565
1575325298408554496,-1,0.0
1578586643623477248,-1,0.0
1578684371015716865,231,0.3249005946153026
1584172757146685440,-1,0.0
1584964663334535171,-1,0.0
1587077342861709312,-1,0.0
1592265944713158657,3,1.0
1595032387339288576,35,0.5854364487578771
1595746071208235008,-1,0.0
1600865103645093889,-1,0.0
1601661569175236608,-1,0.0
1602169084690530304,-1,0.0
1603426620647219200,-1,0.0
1605194812889890817,-1,0.0
1605436088549609474,-1,0.0
1607755028256935939,162,0.6599312377232289
1608887997730283520,-1,0.0
1609244550186278913,-1,0.0
1609324776849571840,-1,0.0
1609331738588712961,-1,0.0
1609336492349849600,-1,0.0
1609354248688484353,977,1.0
1609576801168228352,-1,0.0
1609637217672232960,33,1.0
1609718311851368448,33,1.0
1609846957991665666,33,1.0
1610311145499365379,33,1.0
1611121912599703552,162,0.9931367289047589
1612405175528087552,-1,0.0
1612411296040771586,12,1.0
1612474335138320387,-1,0.0
1612491971104509952,33,0.9955115479940828
1612504410814353413,-1,0.0
1613038352181219329,63,0.8586105111478923
1613444669962354689,-1,0.0
1613599563088003075,3,1.0
1617550969293643777,956,1.0
1620382725533503493,-1,0.0
1622332252251119616,-1,0.0
1623244264301039617,-1,0.0
1624316464323784706,5,0.7878791237830484
1624386525877407744,16,1.0
1625548674607595535,-1,0.0
1626291808807317508,16,0.6808577986821397
1628697256571375616,-1,0.0
1628767732832538624,-1,0.0
1629105630970785792,259,0.47340179718338654
1629545986015068160,73,0.9192261276666528
1630337400638414848,870,1.0
1632082751846330368,-1,0.0
1636781052352929792,8,1.0
1637942606020890624,-1,0.0
1638923145917919233,86,0.8699173594898448
1639472863588614146,-1,0.0
1639485419032281088,-1,0.0
1640252179469553665,213,0.5669126776229391
1641476055922880523,-1,0.0
1641550569901785089,-1,0.0
1641930829134798852,1,1.0
1642282554307878917,-1,0.0
1642542520918745092,120,1.0
1642762346555904001,-1,0.0
1642977770509860864,-1,0.0
1643518862636511232,-1,0.0
1643920323933339648,316,0.9388471180845228
1643977032509067272,335,0.5416051255654688
1645771058874548228,-1,0.0
1645799345374269441,2,1.0
1646181917887455233,-1,0.0
1646974209275359236,20,1.0
1647128170741768192,-1,0.0
1651901647289831426,-1,0.0
1653159551053488133,5,0.5789776252744382
1653760599464058880,1,1.0
1654097920352722951,-1,0.0
1655739461500641281,95,0.8748046491844209
1655968169977081859,-1,0.0
1656012435998867463,391,0.6533405601055733
1656105314377416706,-1,0.0
1656558211116437505,-1,0.0
1656620803624951808,188,0.5392741258699152
1657368378913243136,-1,0.0
1657483267501637633,-1,0.0
1657902351339118592,665,1.0
1658130334783766528,-1,0.0
1658140603274911746,691,1.0
1659736274847006720,-1,0.0
1660429791705612288,-1,0.0
1660652064492380166,-1,0.0
1660715255968813062,123,0.3269764276726891
1662720597707616260,-1,0.0
1663820842294292480,4,1.0
1666798765334831105,-1,0.0
1667231617121943552,-1,0.0
1668126519544397824,-1,0.0
1671001686142509058,221,1.0
1671944920893124609,-1,0.0
1673398215402463236,-1,0.0
1673676150642450434,61,0.9263982395136402
1673707795844317184,-1,0.0
1675988568668352513,177,0.20381584073396972
1676230918342844416,-1,0.0
1677362896773292034,-1,0.0
1678646156140638214,33,1.0
1678687659546345473,12,1.0
1679013482791059456,476,1.0
1679595462485999619,51,1.0
1680149326297800704,-1,0.0
1680548421558517762,-1,0.0
1684667422975143936,130,0.07355248761654773
1685320564356026368,14,0.9491429324490788
1685522714566803457,-1,0.0
1686601717339836416,15,0.8187211799136329
1686637001494147072,-1,0.0
1687882854594666497,-1,0.0
1688022163574439937,8,0.6758080294336255
1688076063535214593,1,1.0
1688186636436193280,-1,0.0
1689043223472193536,6,0.799381645179211
1690039755323453448,-1,0.0
1690578100902416384,24,1.0
1690656774058299392,-1,0.0
1691188798636408832,-1,0.0
1692276399627804977,10,0.6832421869647731
1693110270741352519,-1,0.0
1693736902526964108,31,1.0
1693958452354404793,-1,0.0
1695496334227411398,-1,0.0
1695521186581450898,303,0.7455613019535867
1695770365031768268,-1,0.0
1696950824281276741,-1,0.0
1697794320156234095,18,0.8699526216343976
1700178590761894033,-1,0.0
1700817716645654530,758,1.0
1701196742358606103,36,1.0
1702163712998547643,3,1.0
1702749298218180653,-1,0.0
1702937006807069177,-1,0.0
1703011133328609531,20,0.2541730530550877
1703233861206085858,20,0.6515090528523807
1704450603705905232,-1,0.0
1704510736515608975,57,1.0
1704576484608983079,-1,0.0
1704600199744671867,273,0.5522361272946813
1705518264535896308,450,1.0
1705886368680034754,-1,0.0
1707085824012226992,-1,0.0
1707670244804747347,9,1.0
1708089533412384848,-1,0.0
1709651947354026010,12,1.0
1712061506802573706,-1,0.0
171212216731844608,3,1.0
1712790639665201179,-1,0.0
1712891138393493517,413,0.9296953225637906
1713328222312837316,-1,0.0
1714037450819948863,230,0.7497901879881551
1715139695909450183,-1,0.0
1715502773771571423,50,0.708822868058419
1716425491845087318,-1,0.0
1717400966092271953,-1,0.0
1717926819372917007,-1,0.0
1719308574772363761,-1,0.0
1719445701053071832,-1,0.0
1719670811403903008,-1,0.0
1720753842285871122,-1,0.0
1720806628579012657,20,0.9831698171226029
1722202011574452716,24,0.8010211980728363
1722603358329167916,305,0.3044717309183866
1723290555587670098,440,0.9454375468342031
1723927842764062855,-1,0.0
1725654717592928390,-1,0.0
172671498128076800,88,0.9126310698201807
1726961175651565897,-1,0.0
1727144792331784546,-1,0.0
1727160129630745055,524,0.9385796157942534
1727455471798247799,-1,0.0
1727522133826556241,-1,0.0
1728032876946698731,-1,0.0
1728153636578988314,-1,0.0
1728347281336746465,230,0.7779011123823026
1728599143789326771,-1,0.0
1729917910464778652,27,0.8949559310520566
1732499752644702649,-1,0.0
1733897844065521770,20,0.495261597564117
1734030197446341034,6,0.3875616424336713
1737382633246462127,-1,0.0
1738832114093609366,-1,0.0
1738999054997033301,-1,0.0
1741238997903380869,-1,0.0
1741535093208830349,33,0.7643927084018811
1741552678973460979,-1,0.0
1741564261359350126,33,1.0
1741646832571171001,-1,0.0
1741806064192962560,-1,0.0
1741913328035795210,5,0.7704457655834046
1741974818763710854,31,1.0
1742639332194693336,60,0.4877719966247952
1743747538531049959,165,0.9562721432590419
1744138119098867926,-1,0.0
1744467009088487451,-1,0.0
1745136127663542386,-1,0.0
1745837832126492811,-1,0.0
1746620690919227854,5,0.34828286985251233
1747047605861863810,34,1.0
1747123054701126125,186,1.0
1748109737059930398,549,1.0
1749206921331069258,86,1.0
1749313714820378698,12,0.9939131010729693
1750168055487836425,72,0.3196331527444661
1750594182685823298,-1,0.0
1750722003667919148,44,1.0
1752048534298222953,5,0.7549117858324041
1752095223549927875,-1,0.0
1752759002822234227,18,0.9331670476606173
1753505184691458332,189,1.0
1753558381275607154,0,1.0
1753760388821164205,-1,0.0
1753930846036234578,208,0.37090987278940757
1756640248237351043,-1,0.0
1756924888475156741,523,0.7641743713889934
1757169565292011831,-1,0.0
1757613058485301375,9,0.9275502667410696
1758248666949722456,102,0.8373993455586765
1758868489815601537,-1,0.0
1759207176952832220,-1,0.0
1759359301649367279,-1,0.0
1759385468611768604,-1,0.0
1760698636898582778,-1,0.0
1760999484429938837,-1,0.0
1761127120481198282,-1,0.0
1761251926078087428,54,0.5994150046565977
1761374506487103493,10,1.0
1762243589919117757,-1,0.0
1763782682507685953,91,0.5850532218972524
1764768557202641334,-1,0.0
1765137846749532565,-1,0.0
1765340953865286004,-1,0.0
1766338710956573022,-1,0.0
1767134808025506104,50,0.4927058026335552
1767161430288019511,104,0.6760882645900756
1767486340105412873,-1,0.0
1767987784894083285,-1,0.0
1768104285433475287,-1,0.0
1768143973015581053,8,0.6607464444544766
1769348565082800391,-1,0.0
1771872597959151847,-1,0.0
1772031616304488719,1,0.9361190197020343
1772236968451268976,753,1.0
1772266531088634043,-1,0.0
1773089499389591933,1065,1.0
1773588720362426435,51,0.9866689561890298
1773813281729159637,-1,0.0
1774724899388449274,-1,0.0
1774795744295133380,-1,0.0
1774918421517369549,-1,0.0
1774967033060274388,-1,0.0
1775129482010964030,45,0.37480242835311206
1775631370955501675,-1,0.0
1775780138245833200,-1,0.0
1775780652333371547,52,0.738167067161446
1776883597347082491,-1,0.0
1777035191246074289,460,0.892003199877922
1777054424923288009,-1,0.0
1777298145548095512,2,0.9560367696178232
1778073437300240702,56,1.0
1778203286379864325,-1,0.0
1778355074974241207,-1,0.0
1778453370837356675,460,0.7906426197540704
1778826706700152974,-1,0.0
1779198794711851319,5,0.8096851912946808
1780106513505202368,5,0.9666875119265954
1781055786937975138,46,0.9389082784012914
1781753382090231839,-1,0.0
1781969848031133732,2,1.0
1782050296526450952,-1,0.0
1782054437512446201,24,1.0
1782315046976004159,1,1.0
1782876150240272616,-1,0.0
1783122972909216163,90,0.5155222872895975
1784848350350598349,-1,0.0
1784913685015585148,-1,0.0
1785315805476868557,334,0.6667201667904993
1785780038828171413,1,1.0
1786029903592280170,-1,0.0
1786189687260103119,-1,0.0
1786285389273002236,-1,0.0
1788042333981725060,-1,0.0
1788260247393484956,-1,0.0
1788302291784577301,5,0.8333427291033102
1788411078377885982,-1,0.0
1788559781114089485,547,0.6596862337453041
1788893685175738698,-1,0.0
1788906227944108306,-1,0.0
1789256133116309805,5,0.4069705316136684
1789631104472760646,-1,0.0
1789782663617802585,-1,0.0
1790225683236426148,5,1.0
1790415109359325436,-1,0.0
1790702207064519149,-1,0.0
1790899917352775806,-1,0.0
1791336435410260245,25,0.4890332523584641
1791785382079799561,43,0.5073897512641767
1792051813283135875,5,0.7620688244331535
1793707175732445688,-1,0.0
1793996165765034457,1,1.0
1794173309204230480,-1,0.0
1794356786058932638,10,0.7449809719606106
1794395834769084651,-1,0.0
1794425690412196042,60,1.0
1794644814849564886,-1,0.0
1795803861896335446,-1,0.0
1796060122734592469,-1,0.0
1796098893563805995,79,1.0
1796167332240224403,-1,0.0
1796447672485949896,64,1.0
1796604301575586206,-1,0.0
1797741330690642214,-1,0.0
1798016486700884233,2,1.0
1799095276382085488,62,1.0
1799765051827458076,75,0.9055868706995194
1799899526452416829,-1,0.0
1800866476758557023,129,0.962484714873269
1801661578552688920,479,0.5501428550240381
